ProductID,StoreID,StockLevels,SupplierLeadTime,StockoutFrequency,ReorderPoint,WarehouseCapacity,OrderFulfillmentTime
6056,92,968,10,5,94,2276,14
6057,1,329,4,7,126,3458,13
6058,61,723,28,15,176,4529,4
6059,22,106,11,10,115,4421,11
6060,52,279,22,9,129,4128,9
6060,10,531,9,9,19,3803,3
6060,19,221,28,18,55,1868,10
6062,85,571,18,9,95,4108,10
6065,66,421,19,5,33,2780,8
6065,68,936,1,11,83,1299,11
6067,18,991,20,14,96,3090,1
6068,43,844,11,1,144,4867,8
6068,26,466,20,9,191,4144,7
6070,45,902,20,3,25,4418,12
6071,85,399,2,4,168,3083,4
6071,13,321,8,13,103,3389,6
6071,89,943,15,17,123,4659,2
6074,71,2,5,19,78,2676,12
6076,77,820,2,16,73,4751,12
6078,72,347,21,1,169,3653,13
6078,95,989,28,2,134,1563,5
6079,11,778,17,15,152,2132,13
6081,68,603,11,8,82,2644,14
6081,6,993,15,13,121,4513,2
6081,93,902,27,0,113,3022,5
6081,83,23,21,3,171,2312,1
6082,92,330,11,15,54,2656,7
6082,61,700,19,0,40,3679,3
6083,50,769,29,17,79,4422,5
6084,98,725,13,13,118,4700,11
6085,69,907,18,18,161,3236,6
6087,61,119,8,17,62,3453,3
6087,5,380,2,15,46,1853,11
6087,22,551,24,12,31,1409,2
6088,13,956,19,14,171,1857,8
6089,15,171,1,12,55,3895,14
6090,91,257,24,11,93,1474,11
6091,95,337,8,14,176,1153,13
6092,22,174,25,6,59,4893,1
6097,84,298,8,12,190,2494,7
6098,29,890,7,10,35,3485,7
6099,82,177,6,10,189,3761,14
6101,38,282,26,0,59,1736,8
6101,3,732,8,12,92,4846,9
6102,86,310,24,14,162,4226,14
6102,79,68,9,1,199,2138,12
6103,53,862,10,15,109,3784,12
6103,1,356,12,16,133,1775,7
6103,95,712,27,14,128,3169,10
6103,13,596,16,6,165,2609,1
6104,89,459,29,8,56,4979,9
6106,13,183,18,5,192,2357,10
6107,91,406,19,10,70,1829,2
6108,36,511,13,12,134,1714,13
6109,52,242,7,19,14,4959,6
6110,65,660,1,19,106,4864,5
6111,78,247,7,17,112,1491,7
6112,66,713,7,15,175,2159,6
6112,88,753,18,13,143,4380,13
6112,31,127,14,4,184,4480,1
6113,41,293,26,4,73,4234,12
6113,14,585,19,4,46,2831,3
6115,63,963,24,10,24,4102,12
6115,32,302,3,18,179,1314,3
6116,61,958,14,5,121,1317,7
6117,74,927,21,12,33,2051,12
6118,58,584,9,9,62,2564,14
6121,82,719,29,3,161,2935,13
6122,41,903,23,4,149,1331,3
6122,69,601,5,14,100,2858,6
6123,23,222,1,10,28,4132,12
6123,66,680,20,11,14,3468,6
6125,11,499,2,19,151,1705,8
6125,66,219,24,13,35,1266,5
6127,43,181,18,4,50,1808,13
6128,70,864,29,3,161,3258,6
6129,39,540,24,2,158,1613,2
6129,53,233,19,11,16,4342,9
6129,12,26,8,10,168,3225,2
6130,46,312,25,14,132,2594,5
6131,91,381,11,8,120,4746,9
6131,16,28,7,2,10,4320,11
6131,51,625,10,3,100,3472,12
6131,51,778,19,16,22,4021,8
6132,58,258,8,14,166,2385,9
6133,80,358,12,7,143,1990,8
6135,97,238,21,11,146,4621,2
6137,11,221,27,12,39,3073,1
6137,51,990,2,16,172,1320,14
6137,74,471,1,13,31,1340,6
6138,51,193,23,6,145,3168,6
6138,79,271,11,3,46,1888,3
6139,89,928,7,1,65,1495,8
6139,67,253,29,10,49,3281,10
6140,12,119,20,12,184,4703,11
6141,3,464,5,17,109,4799,8
6143,12,560,11,13,175,4366,2
6143,47,577,26,16,156,4472,4
6143,15,394,10,4,80,4138,13
6144,28,437,21,10,10,2250,2
6146,71,995,3,1,72,2720,1
6146,29,200,3,12,155,3520,13
6146,77,691,19,8,99,4550,7
6146,80,772,29,4,113,3494,10
6147,43,244,19,19,120,1747,8
6147,91,413,29,12,90,1918,7
6148,4,361,28,18,152,1568,4
6148,60,955,8,1,148,1429,6
6149,66,911,29,5,178,1867,5
6151,86,90,24,4,28,1775,5
6151,63,69,1,13,130,4964,2
6153,10,924,21,10,124,4126,14
6154,37,177,27,11,132,3478,7
6155,49,495,23,1,20,4649,10
6155,83,562,1,7,42,4357,12
6157,34,159,23,5,53,2108,3
6158,69,589,18,15,98,4644,8
6159,97,70,12,16,186,3383,11
6161,7,508,9,12,105,1337,11
6161,55,283,14,6,193,2576,14
6165,34,202,14,14,68,2244,9
6165,33,888,17,5,199,2335,13
6168,74,8,7,7,143,1124,3
6168,83,163,17,12,155,4863,8
6168,47,762,13,3,135,2430,10
6168,2,196,26,1,72,1566,4
6168,79,69,28,11,109,4679,12
6168,17,643,14,18,24,1374,2
6169,62,113,16,9,187,4585,8
6169,67,178,29,2,115,4304,6
6169,12,852,1,4,167,4103,10
6170,34,788,26,6,186,1685,7
6170,93,540,21,17,146,1061,6
6171,69,884,5,16,133,4109,2
6172,77,82,14,3,84,3122,5
6174,43,270,18,18,74,1318,10
6174,32,701,5,2,63,4061,11
6174,27,971,22,1,101,2057,7
6174,5,412,25,17,73,1760,9
6175,95,289,26,2,197,3195,2
6175,68,911,1,19,180,2919,4
6176,19,745,11,7,63,2522,2
6177,82,851,13,2,62,3950,2
6177,18,44,3,6,105,2771,12
6178,76,241,19,8,176,1558,13
6179,28,147,9,0,36,4845,14
6180,8,957,9,5,84,4663,14
6182,57,499,6,4,158,4450,8
6182,31,823,2,13,195,3881,1
6184,31,165,27,6,153,4218,3
6184,31,389,26,12,135,4149,14
6186,25,378,27,17,109,1244,6
6186,87,868,11,0,84,2408,9
6188,25,495,22,11,118,2437,14
6188,86,764,4,14,182,4970,1
6189,3,340,24,17,15,3775,4
6191,48,897,19,6,128,1597,3
6192,17,790,11,14,76,2490,2
6193,66,480,13,12,48,3575,9
6194,91,740,24,17,116,2269,1
6195,29,388,5,7,122,1349,2
6196,32,34,9,19,102,4414,6
6196,37,306,4,6,22,4111,12
6197,94,819,27,1,15,4549,9
6199,11,588,9,11,197,1449,11
6199,34,856,16,13,172,3175,6
6200,57,558,24,19,74,2461,1
6201,12,627,14,3,120,4713,12
6202,55,490,22,0,80,3569,7
6203,13,82,5,11,71,3388,14
6206,18,510,25,16,23,2739,5
6207,13,523,27,15,54,4782,3
6210,51,896,18,0,116,3679,5
6211,64,407,29,0,163,3101,13
6211,6,431,1,9,163,1931,7
6211,99,412,20,10,51,4257,6
6211,85,488,24,0,116,3193,12
6212,39,957,14,10,93,1082,2
6212,92,697,26,15,74,3276,7
6212,4,730,21,1,48,3982,14
6215,67,429,13,5,135,4713,1
6215,98,213,24,5,89,1660,6
6216,11,408,23,8,45,2507,5
6217,88,146,1,1,97,2163,6
6218,56,184,19,17,187,4393,12
6218,21,114,17,16,108,1360,9
6219,97,875,5,0,89,2548,8
6221,29,245,3,6,140,1327,11
6221,29,79,27,7,117,4127,6
6222,38,312,22,4,109,4791,1
6222,38,644,15,12,145,4288,7
6223,2,652,27,9,130,3024,12
6223,95,493,29,16,145,4993,1
6227,19,870,21,18,103,1189,13
6227,82,944,14,18,106,4615,4
6228,55,626,3,0,166,2887,9
6228,27,125,8,19,189,2896,2
6229,19,905,3,2,88,1030,2
6230,58,18,20,15,176,1096,1
6231,30,662,10,4,142,1441,9
6232,23,88,19,5,125,1280,5
6232,92,215,24,17,58,1181,12
6233,40,314,12,14,34,2842,4
6233,66,160,5,10,66,4670,12
6233,69,867,21,18,180,2925,13
6234,61,515,3,16,124,2153,5
6235,5,747,4,9,57,3553,3
6236,10,20,26,9,22,1668,12
6238,34,997,13,16,137,3724,2
6238,21,507,14,16,90,4806,10
6239,63,933,8,5,32,4726,7
6239,40,64,21,4,46,4049,13
6239,1,148,11,15,97,1323,12
6240,73,580,28,6,51,4897,5
6241,62,651,5,15,61,3147,14
6241,17,179,15,8,131,3653,4
6241,81,966,29,0,12,4959,7
6241,94,210,29,17,125,4246,13
6242,17,369,5,9,32,2629,4
6243,32,235,6,18,173,4307,6
6244,60,422,26,12,72,1951,6
6245,37,901,26,11,117,1354,5
6246,2,417,17,19,66,3751,7
6248,85,159,27,19,58,3707,9
6250,29,268,15,13,67,3807,9
6255,57,897,18,1,69,4500,2
6255,55,395,14,19,194,3890,2
6256,26,860,22,4,31,4440,6
6256,89,74,10,3,92,1307,12
6257,9,804,27,8,75,3881,2
6259,91,442,24,12,160,4028,1
6259,49,813,18,4,66,4608,5
6259,74,79,21,3,11,4994,14
6260,16,573,19,12,98,1495,3
6260,41,202,15,4,10,1357,2
6260,64,599,12,18,179,1484,6
6261,49,715,11,3,188,2316,2
6263,21,69,24,16,140,2276,13
6264,74,590,20,12,119,2776,10
6264,59,707,28,7,147,4248,7
6265,78,928,1,15,106,4485,13
6266,99,897,13,12,166,3149,2
6267,18,212,1,7,172,4093,2
6267,24,801,6,7,42,3053,1
6269,59,321,1,10,16,3025,11
6269,87,891,29,1,74,4776,1
6270,94,418,2,5,98,1204,5
6271,4,713,15,17,84,1739,8
6272,52,388,9,14,46,1056,6
6272,76,411,24,18,82,1680,13
6273,76,569,4,5,75,1259,10
6274,74,335,15,16,95,4122,9
6275,74,299,25,14,194,4391,11
6275,59,742,13,15,166,3155,8
6275,99,427,14,10,134,2982,10
6275,37,772,12,0,107,4449,1
6275,76,644,1,11,197,1810,4
6276,5,602,8,9,33,3231,7
6277,64,986,15,0,26,2030,7
6278,34,327,12,13,163,4206,9
6280,89,308,8,7,66,1654,4
6280,32,749,15,1,179,3129,12
6281,59,759,13,13,195,2125,2
6281,99,605,8,16,62,1291,1
6281,22,318,7,6,131,2230,14
6282,3,29,17,15,120,4866,1
6283,92,114,28,10,15,2629,8
6283,44,250,16,2,139,4766,10
6284,90,739,23,3,176,2522,13
6284,62,57,9,16,157,3546,12
6284,65,987,6,8,180,3795,4
6285,28,1,27,19,44,4048,3
6286,7,461,15,9,61,1636,6
6290,16,317,11,14,198,3606,11
6291,43,822,10,7,187,4203,10
6292,73,2,24,6,132,4992,7
6292,65,939,26,8,129,4838,5
6292,79,538,8,15,117,1321,11
6293,24,696,20,0,121,4929,14
6294,46,115,23,5,55,2152,12
6295,26,621,19,1,37,3478,13
6297,21,566,29,12,186,1538,1
6298,36,880,18,18,67,1592,14
6300,81,604,29,19,188,4848,14
6300,44,308,10,5,120,4950,2
6300,70,874,12,3,18,4755,6
6301,96,209,11,5,12,1973,11
6301,9,971,17,12,156,2761,9
6303,89,746,17,16,173,3733,3
6308,37,673,21,17,94,1525,10
6309,93,253,23,12,24,4723,3
6309,2,687,3,16,47,2216,5
6312,75,768,28,19,123,2604,4
6313,63,486,25,1,121,2842,2
6314,34,499,9,8,125,3230,7
6314,2,815,27,8,55,3546,4
6314,3,51,17,10,154,1685,1
6315,53,705,22,0,129,4223,4
6317,55,311,9,18,125,1089,3
6318,11,65,6,15,84,3888,1
6321,54,49,21,2,176,2894,2
6323,41,754,17,19,111,1563,14
6324,58,375,10,1,13,4966,12
6324,10,172,13,13,171,4985,7
6327,7,631,21,5,71,3044,7
6329,90,689,13,11,107,2387,11
6330,40,312,5,16,140,4739,11
6330,6,915,1,8,122,2246,11
6330,40,642,18,10,105,2961,1
6330,96,608,29,7,146,1946,11
6331,80,800,22,13,170,1117,6
6332,50,61,9,18,174,3875,12
6334,56,575,13,0,139,4187,6
6335,62,924,26,4,188,1309,13
6335,76,575,21,13,21,2928,14
6335,56,795,9,12,103,3545,9
6335,15,765,10,17,198,1414,13
6336,59,355,21,1,126,3637,5
6338,82,779,6,4,42,4965,12
6340,41,224,26,3,194,1128,8
6340,90,107,10,19,38,2545,6
6343,89,18,1,16,178,1028,7
6343,26,435,19,3,74,2840,6
6344,52,144,12,3,193,3525,14
6346,3,495,26,19,104,1945,8
6346,42,29,9,13,157,2071,1
6347,32,601,4,5,130,1071,6
6349,58,815,21,13,18,4329,6
6349,82,404,12,6,27,2215,2
6350,90,879,17,14,56,4746,12
6351,11,289,28,4,27,3092,13
6352,85,33,14,3,195,4699,6
6352,85,343,8,8,20,4862,13
6352,22,449,5,12,61,2305,8
6352,49,607,2,9,181,2454,12
6353,25,81,16,5,76,2618,8
6353,76,505,15,6,92,3011,9
6354,19,605,16,13,136,1936,7
6356,53,832,25,16,161,1416,11
6356,64,150,6,9,84,1247,12
6356,63,92,22,12,49,4098,10
6356,6,860,1,18,69,3332,3
6360,2,32,26,5,157,4270,1
6360,63,860,12,15,53,1622,14
6361,64,205,25,5,54,3505,6
6362,73,716,1,6,78,1031,8
6363,56,954,11,6,81,4008,3
6364,76,625,4,5,159,3950,13
6364,5,230,11,5,198,3799,12
6365,11,219,25,19,192,3166,9
6366,79,945,26,14,115,3458,9
6366,89,539,24,12,131,1184,12
6368,12,897,15,8,44,3929,5
6370,39,365,2,8,175,3189,4
6370,70,704,27,6,174,3233,6
6371,68,914,3,1,90,1909,3
6374,34,871,18,16,75,3286,8
6374,92,477,7,3,136,1247,6
6375,82,453,27,9,33,1041,5
6375,60,277,8,2,71,1326,1
6375,24,720,4,4,52,1879,2
6376,8,241,1,18,19,4212,12
6378,15,76,24,11,78,4805,4
6380,79,362,28,15,100,3382,14
6381,14,12,29,12,74,2104,7
6384,95,458,24,11,60,2651,2
6384,83,421,23,15,23,4229,1
6384,54,305,3,2,162,1376,12
6384,25,236,2,10,121,4380,1
6388,98,318,4,9,105,3526,11
6389,98,297,6,12,78,2385,14
6392,83,540,2,4,162,4347,10
6393,37,281,17,17,42,3155,1
6393,53,599,26,18,56,4928,11
6394,89,722,16,18,59,4701,10
6395,39,951,10,7,115,4845,2
6396,86,88,14,7,17,3515,12
6397,93,310,23,10,143,3021,11
6397,47,861,29,19,165,2269,11
6398,10,257,14,18,89,4468,9
6400,63,349,18,0,87,3410,3
6400,9,803,22,17,114,1451,10
6400,82,405,28,18,77,3234,5
6401,88,668,2,1,56,3934,4
6402,73,290,1,3,119,4335,13
6403,70,934,28,4,36,3374,3
6404,35,379,26,11,120,4028,3
6404,8,717,27,11,45,1194,12
6405,33,481,7,9,14,3289,7
6406,28,212,28,5,151,4710,1
6407,28,412,15,5,75,1772,8
6409,49,698,19,12,22,1702,5
6410,22,247,27,14,136,4776,9
6410,75,222,10,10,64,1993,11
6410,51,490,26,8,66,1866,13
6411,73,867,8,12,136,3587,14
6411,73,282,10,10,172,3937,9
6414,71,679,18,9,174,2841,2
6415,2,128,29,14,111,2319,1
6417,10,250,16,2,20,2809,6
6418,68,822,27,15,78,4819,4
6418,72,332,7,12,41,1340,5
6420,58,717,10,3,32,1477,11
6420,91,429,27,15,182,2306,3
6420,43,509,15,8,167,1657,14
6423,43,61,3,18,156,4657,2
6424,37,472,23,14,125,3555,13
6426,21,244,19,14,115,1566,14
6428,65,16,16,13,15,3800,13
6428,60,865,4,15,165,2864,7
6431,81,178,13,2,96,1014,10
6431,13,259,16,3,154,4850,6
6432,31,176,21,11,37,3674,14
6432,87,687,24,1,20,3461,11
6434,14,688,16,19,40,4704,7
6434,38,183,15,0,99,3414,7
6434,88,581,20,15,42,4012,4
6435,72,74,2,0,104,1863,3
6437,15,191,2,6,14,1180,11
6437,27,62,18,1,89,4707,6
6437,2,903,2,19,99,1078,14
6437,33,908,18,14,159,3963,7
6437,97,930,1,11,187,3711,13
6438,76,642,16,4,24,1325,1
6439,7,860,3,15,97,3920,10
6440,41,123,4,17,111,3098,2
6441,76,852,3,0,60,1353,1
6442,5,979,10,19,129,4470,7
6443,75,973,27,19,23,2589,13
6446,96,702,18,18,21,4445,14
6446,30,978,13,15,103,3111,3
6446,22,477,20,3,118,1429,6
6447,89,494,26,13,46,1413,10
6448,49,275,26,14,94,4182,2
6448,58,959,20,5,64,3055,9
6448,73,449,19,3,24,4907,14
6448,26,874,29,16,92,2371,14
6450,75,770,3,15,110,3540,3
6450,79,158,24,3,86,2991,14
6450,42,315,1,15,115,3799,9
6451,2,90,23,2,75,1335,10
6453,1,551,15,17,194,2270,6
6454,65,884,16,5,94,2666,4
6455,34,390,6,7,61,4157,8
6455,3,107,10,9,125,2590,10
6457,25,410,12,3,194,4384,11
6459,14,466,9,8,26,3433,10
6460,29,120,22,19,143,4372,3
6460,21,863,9,1,38,2600,5
6461,38,669,7,12,136,2573,6
6465,22,663,25,8,145,2785,3
6465,89,443,13,5,138,3082,14
6465,88,107,8,1,55,2636,4
6465,71,605,16,5,95,1907,3
6465,30,912,28,0,76,2753,4
6467,28,934,10,1,133,3627,11
6467,43,646,19,6,182,3736,14
6468,61,729,21,18,41,4498,12
6468,98,413,10,3,176,2502,9
6469,81,897,9,1,126,1221,4
6470,16,409,11,14,14,3273,4
6470,33,865,4,7,88,1433,5
6470,69,844,21,9,121,2222,2
6471,49,71,20,16,52,2238,13
6471,37,4,10,15,161,2972,6
6471,9,243,22,8,91,2956,11
6473,41,36,8,4,165,1145,8
6473,17,273,6,2,112,2976,13
6473,88,357,17,19,116,3482,9
6473,49,93,9,17,163,4224,10
6474,60,53,6,13,74,2633,1
6475,79,904,29,19,196,3399,13
6475,58,297,2,12,10,2307,8
6476,24,290,15,1,101,3306,1
6476,18,48,25,15,170,4176,9
6477,47,520,11,6,78,1262,11
6479,46,124,22,1,170,2829,11
6481,14,652,10,1,179,3801,2
6483,62,411,2,6,93,3494,12
6484,69,832,27,1,120,3986,14
6485,9,640,13,16,146,1740,14
6485,30,351,20,12,93,2461,13
6486,12,967,16,3,107,3158,8
6487,27,16,9,15,135,2907,8
6487,74,485,15,8,146,2986,4
6487,40,135,17,7,83,3729,13
6487,41,819,28,5,92,2355,8
6488,62,147,25,15,31,2532,7
6489,71,461,14,5,176,2661,5
6489,6,0,16,8,197,1346,12
6490,96,737,23,15,20,3964,10
6491,18,550,13,5,101,2917,13
6492,84,702,7,14,28,1314,4
6492,50,701,25,5,44,3435,5
6494,43,222,19,12,110,3745,11
6494,30,18,7,5,79,4011,10
6495,20,212,22,6,197,4640,9
6496,19,3,3,15,122,2017,12
6496,93,173,12,3,95,4986,1
6498,58,540,29,4,171,2457,6
6499,81,787,17,2,143,3959,11
6499,57,775,27,16,108,2880,4
6500,53,94,20,11,140,4439,5
6500,16,472,4,15,184,3638,1
6502,48,376,17,17,131,3214,4
6505,65,244,16,0,88,2489,11
6505,33,124,20,5,149,2023,12
6506,59,111,23,15,102,2989,9
6507,74,997,28,15,24,4605,3
6507,93,837,3,8,75,3152,3
6510,89,524,15,11,65,3444,9
6510,4,973,19,19,178,4884,10
6515,87,22,18,14,105,4554,1
6519,6,30,15,19,115,2068,14
6519,22,568,13,4,86,4529,1
6519,60,803,6,11,168,1271,5
6519,76,89,26,5,123,1767,4
6520,90,74,8,18,13,1608,7
6520,7,680,24,4,189,3336,8
6521,52,120,17,0,145,2527,4
6521,74,719,9,8,150,1199,10
6521,23,186,23,18,128,3751,11
6524,68,690,20,16,59,2715,6
6524,23,72,23,19,47,1466,8
6526,30,719,8,1,35,3718,3
6527,92,245,15,6,80,4694,10
6529,56,474,12,4,50,1289,10
6529,74,103,22,18,55,2507,1
6529,57,34,9,13,186,2844,12
6530,7,801,16,14,171,2074,13
6531,18,690,17,17,43,2880,14
6534,31,987,25,12,10,4372,9
6534,59,171,21,15,101,4204,13
6537,48,493,9,11,138,1610,4
6538,53,824,21,7,22,1267,9
6539,68,920,14,0,92,3759,8
6539,43,611,3,0,174,4984,9
6540,34,911,1,2,131,4137,13
6540,8,232,27,7,144,2658,11
6541,77,444,3,15,29,4748,7
6542,94,226,4,10,31,2473,8
6542,9,2,18,3,12,1437,13
6542,11,343,2,6,46,4836,1
6542,16,907,15,15,92,3870,6
6543,96,704,19,13,165,4429,4
6544,14,653,18,17,17,2022,5
6545,77,18,24,16,185,3712,1
6545,42,698,26,13,181,3018,11
6546,21,368,25,12,136,1336,14
6547,10,569,14,6,104,4045,13
6547,65,219,26,17,194,1232,12
6547,45,573,2,4,86,4484,2
6548,76,296,16,12,94,4624,1
6548,92,659,6,2,44,2026,3
6548,94,526,8,19,179,2988,1
6548,78,533,11,6,117,3968,9
6548,98,13,29,9,176,4543,5
6549,27,531,5,18,22,4479,2
6549,95,839,28,19,42,3539,7
6550,87,727,8,16,121,2006,3
6550,94,274,10,1,124,2669,7
6551,27,112,16,17,72,3664,8
6552,90,304,16,8,188,4555,9
6552,64,644,2,8,192,2399,3
6554,46,443,11,10,101,1965,11
6555,48,250,12,6,186,3000,6
6559,40,574,2,6,84,1421,8
6560,27,554,16,12,187,2779,14
6561,40,952,12,19,135,2239,3
6561,92,900,3,7,167,3719,5
6561,97,587,3,10,122,3843,13
6561,70,254,5,11,28,3827,9
6563,75,755,10,7,46,4540,12
6563,37,435,22,5,105,3109,6
6564,32,196,5,4,110,3786,9
6565,72,112,21,15,155,4899,12
6565,94,56,17,10,89,4363,9
6565,28,824,2,10,170,3487,13
6566,38,445,22,19,103,4056,14
6567,15,359,15,4,159,2879,1
6568,34,719,1,4,75,1904,12
6568,58,103,21,1,60,2271,4
6571,7,128,22,0,128,4120,4
6572,81,56,28,16,76,3731,5
6574,55,812,16,7,114,3150,14
6575,23,326,8,13,186,1174,11
6575,76,498,8,5,126,2402,5
6575,67,30,22,2,20,3254,13
6576,57,614,14,14,147,4687,7
6577,31,682,16,9,142,4136,13
6578,35,976,29,0,155,4067,5
6581,67,391,18,8,115,3181,3
6581,30,80,29,14,126,1922,14
6582,71,471,16,9,162,3496,3
6582,5,421,14,14,149,4453,10
6582,94,607,14,5,68,1972,4
6583,95,382,7,14,127,2817,7
6583,69,258,18,5,130,1824,11
6583,85,569,16,9,110,4463,8
6584,15,173,24,8,177,2148,10
6585,34,96,29,11,114,2278,9
6585,96,695,1,7,89,2954,9
6588,4,582,15,15,151,1782,4
6588,30,437,27,10,70,1147,1
6590,51,628,22,17,20,1344,13
6591,23,348,20,3,79,4029,7
6592,59,909,3,3,33,1163,10
6593,34,667,28,11,124,1289,10
6594,97,942,16,8,21,3410,8
6594,12,607,16,0,196,3968,4
6594,85,479,3,14,127,3602,11
6594,62,586,3,5,138,3884,6
6595,61,663,29,5,119,3668,3
6595,15,69,25,12,142,2017,14
6596,62,382,6,19,182,2828,10
6597,70,863,11,3,188,3794,11
6598,51,838,17,14,130,2239,12
6599,18,387,23,18,90,3602,14
6599,33,918,6,7,171,1689,10
6599,56,488,7,16,64,3227,10
6599,87,474,1,3,156,3341,7
6600,30,427,23,15,35,1737,14
6601,96,642,3,2,106,3481,10
6602,75,23,14,0,42,1810,3
6602,79,899,2,17,11,3330,7
6604,91,415,23,17,92,4963,3
6606,97,679,13,11,29,1948,8
6608,13,116,15,6,31,1665,7
6609,35,859,29,9,92,3908,1
6610,48,924,14,12,26,2084,10
6611,96,352,16,7,199,1499,5
6613,47,748,14,14,76,3742,9
6613,38,325,18,10,50,1495,2
6614,67,411,5,3,163,4694,6
6615,37,334,9,17,52,4365,4
6617,98,218,28,13,83,3552,8
6618,70,408,18,6,119,1831,4
6619,10,441,8,16,136,4283,13
6619,26,950,25,1,103,4650,10
6620,63,145,18,15,60,4834,10
6621,57,230,4,17,191,4005,1
6624,18,364,13,6,90,3736,9
6625,1,366,15,12,33,2798,14
6625,1,688,21,0,143,2149,5
6625,45,556,24,3,112,2127,13
6626,10,141,27,0,166,3367,1
6626,15,159,4,14,54,1872,7
6626,88,729,12,4,82,1547,9
6627,99,373,28,12,16,1736,8
6627,65,876,29,12,35,1409,6
6628,93,445,4,12,36,4020,7
6628,89,713,11,5,105,3021,8
6629,65,535,28,18,92,2311,7
6629,28,834,11,6,100,2657,1
6629,26,667,13,16,162,1707,13
6630,28,552,29,1,154,1866,1
6630,1,28,2,10,86,4444,8
6630,62,523,22,7,56,4425,14
6631,41,850,13,16,131,1200,9
6631,62,313,27,4,136,2130,7
6631,11,628,17,9,33,2639,6
6632,4,814,28,5,39,4744,11
6633,28,940,7,1,114,3257,7
6634,44,90,2,10,73,2650,10
6634,23,506,25,8,29,4618,9
6634,14,522,11,13,91,1806,9
6635,25,783,1,11,121,3380,6
6636,53,710,10,8,106,4467,7
6636,49,395,12,1,188,2629,7
6637,73,592,22,3,185,3390,1
6637,48,533,26,8,92,1206,5
6638,24,166,14,5,90,2435,2
6638,58,337,21,14,125,4860,11
6638,90,726,21,19,191,4938,4
6638,81,73,22,5,37,2954,7
6639,9,339,1,7,124,4671,3
6646,32,264,13,6,69,2365,9
6646,16,50,8,16,154,2417,9
6646,48,880,13,7,49,1410,1
6648,61,793,16,11,41,4476,10
6648,28,598,25,12,199,1895,6
6648,87,748,21,4,132,3595,10
6649,62,443,1,12,46,4950,8
6649,72,91,19,12,163,2963,2
6650,25,695,10,19,24,4929,9
6651,24,86,15,6,16,3200,8
6652,60,287,26,14,43,3084,2
6652,16,54,14,14,193,1020,12
6654,24,583,28,6,138,3542,1
6656,4,615,4,0,170,1171,10
6656,80,153,28,9,14,4518,13
6656,76,974,10,10,44,4577,3
6656,53,494,29,1,120,2877,10
6657,9,63,15,2,179,2057,9
6661,76,321,20,16,80,1432,9
6662,63,550,29,14,137,3022,6
6662,27,675,14,0,129,4818,1
6663,43,585,25,0,52,2257,3
6667,68,343,13,18,87,4130,10
6671,99,520,12,8,60,1596,1
6672,51,501,12,4,178,1949,4
6672,57,255,27,0,28,2725,9
6674,57,968,20,14,40,4098,14
6674,32,350,8,1,151,3647,12
6675,53,302,1,3,89,4298,9
6675,23,661,23,15,191,1039,3
6676,69,637,24,9,163,2468,8
6678,2,120,17,12,193,3849,8
6678,71,679,19,9,173,4088,5
6678,23,514,10,14,36,1550,10
6678,8,571,23,5,111,3640,11
6681,61,560,5,8,113,4259,13
6682,14,650,8,4,89,4060,13
6682,98,605,11,4,86,1827,13
6682,31,767,25,4,169,3017,7
6682,78,409,23,15,42,3322,13
6683,62,459,29,14,94,3418,7
6683,71,529,19,5,10,2505,8
6683,14,601,17,7,129,3989,7
6683,48,390,3,1,89,2042,4
6684,62,329,4,11,10,3461,7
6684,93,117,29,14,183,1377,1
6685,16,739,15,7,99,4115,3
6685,98,56,17,13,172,1948,3
6686,66,211,16,17,125,4930,4
6688,98,348,14,1,150,3546,14
6688,7,145,27,16,59,3407,5
6689,78,476,22,16,127,1409,3
6689,55,484,29,15,109,2549,9
6690,19,211,11,8,92,4931,13
6690,66,698,24,11,30,3551,9
6690,97,51,13,2,67,2340,11
6692,19,619,6,18,74,1851,8
6693,91,325,21,3,81,3866,7
6695,51,4,15,9,99,1211,14
6695,66,415,7,2,90,4404,13
6696,95,342,19,16,67,1320,8
6696,83,754,6,12,136,1781,7
6697,14,963,4,3,138,1322,4
6697,38,810,12,17,114,3272,3
6699,60,802,2,19,69,3962,13
6699,69,948,27,14,138,4419,6
6700,56,316,9,2,148,3585,11
6700,95,649,12,5,160,4791,2
6700,56,933,15,12,85,1825,10
6702,86,400,16,8,146,3647,1
6702,66,898,4,0,80,1050,14
6703,81,296,12,13,117,3790,2
6703,45,306,5,4,191,2242,8
6704,86,367,3,19,95,3743,10
6704,77,265,15,2,140,3329,14
6705,84,114,8,14,34,2211,12
6706,98,927,19,8,21,1133,11
6707,41,325,17,2,77,2976,12
6707,32,778,12,16,52,2423,12
6707,18,904,23,17,103,2206,4
6708,56,188,2,9,122,4200,7
6708,19,282,6,15,95,2505,8
6709,52,785,18,15,120,1567,4
6709,31,810,20,19,176,2180,4
6710,58,938,13,13,57,2346,9
6711,50,201,19,9,102,4381,5
6711,76,196,3,6,69,3872,8
6711,15,754,13,15,127,3251,12
6712,23,651,18,11,19,3572,6
6713,79,317,28,4,108,4408,1
6714,22,792,7,11,158,4811,4
6714,93,832,14,0,175,1731,2
6715,26,634,9,4,172,1232,2
6716,28,528,7,4,121,2644,6
6717,19,712,6,2,47,3891,2
6717,17,514,5,17,184,2097,2
6717,43,184,10,13,118,4662,3
6718,15,704,27,9,49,1161,12
